CustomerID,Age,Gender,MaritalStatus,Income,Region,PolicyType,PolicyStartYear,PremiumMonthly,ClaimsMade,ClaimsRejected,LastClaimAmount,RenewalStatus,CustomerSatisfaction,NumberOfInquiriesLastYear,HouseType,LifeInsuranceType,HealthInsurancePlan,CustomerFeedbackScore,DigitalPlatformUsage,PolicyUpgradesLastYear,FraudulentClaims,PolicyDurationMonths,CoverDetails,TimeToResolutionDays,ClaimReasons,CommunicationMeans,CustomerServiceFrequency,ServiceNature,PolicyDiscounts,PremiumPaymentFrequency,MissedPayments,VehicleType
28,42,M,Single,35146,Kiambu,Property,2017,186,3,1,2100,Not Renewed,1,2,Rental,No Life Insurance,Basic,4,Medium,0,1,43,Standard,3,Accident,Skype,7,Query,12,Weekly,1,Nissan X-Trail
104,35,F,Widowed,67452,Kitui,Motor,2016,134,0,1,2100,Not Renewed,3,3,Bungalow,Term,Premium,5,High,1,1,110,Comprehensive,13,Drought,In-Person,5,Feedback,2,Quarterly,1,Toyota Land Cruiser V8
136,67,M,Widowed,70244,Mombasa,Education,2017,167,4,1,2200,Renewed,4,2,No Housing Insurance,No Life Insurance,No Health Insurance,2,High,1,1,441,Standard,20,Natural Disaster,In-Person,3,Update,5,Quarterly,5,Mercedes
91,66,F,Single,58012,Kisumu,Livestock,2015,105,2,1,2200,Renewed,4,1,Rental,No Life Insurance,Basic,10,High,2,1,89,Basic,13,Drought,Phone Call,0,Complaint,5,Monthly,5,Mercedes
139,63,F,Married,70585,Nairobi,Agricultural,2020,109,1,2,3000,Not Renewed,2,1,Bungalow,No Life Insurance,Premium,9,Medium,1,1,386,Basic,23,Property Damage,In-Person,9,Complaint,23,Weekly,5,Toyota Harrier
43,55,M,Widowed,36128,Kisumu,Motor,2020,192,1,0,1300,Not Renewed,3,2,Apartment,Whole,Premium,5,Medium,0,0,173,Premium,21,Maturity,Skype,10,Complaint,12,Monthly,5,Mazda CX-5
110,48,F,Divorced,70297,Garissa,Agricultural,2020,124,3,1,400,Not Renewed,5,2,Apartment,Term,Basic,1,Low,1,0,491,Premium,24,Accident,Skype,1,Complaint,15,Semi-Annual,3,Toyota Land Cruiser V8
27,50,M,Divorced,72534,Kisumu,Health,2016,130,1,1,1600,Not Renewed,4,3,Rental,No Life Insurance,Basic,3,Medium,1,0,429,Standard,2,Maturity,Phone Call,4,Query,19,Quarterly,5,Subaru Forester
70,27,F,Single,43896,Mombasa,Property,2015,102,3,2,200,Not Renewed,3,1,No Housing Insurance,Term,Basic,4,Medium,2,0,306,Standard,3,Death,Text,8,Query,7,Semi-Annual,5,Mercedes
81,58,M,Widowed,45266,Nakuru,Property,2020,189,1,2,1200,Not Renewed,3,1,Bungalow,No Life Insurance,Basic,6,Low,0,1,344,Premium,27,Theft,Skype,4,Update,10,Monthly,0,Nissan X-Trail
46,39,M,Married,32926,Eldoret,Property,2015,189,3,1,1200,Not Renewed,4,0,Bungalow,Whole,Basic,2,Medium,1,0,397,Premium,15,Maturity,In-Person,8,Complaint,3,Semi-Annual,5,Toyota Harrier
74,32,F,Single,59674,Nakuru,Motor,2019,124,1,0,1700,Not Renewed,5,1,Apartment,No Life Insurance,Premium,5,Medium,1,1,375,Basic,23,Maturity,Email,10,Complaint,28,Weekly,5,Mercedes
95,62,M,Married,77439,Kiambu,Property,2018,161,4,2,600,Renewed,2,1,Apartment,Term,Basic,2,Medium,0,0,83,Standard,20,Drought,Phone Call,7,Complaint,27,Weekly,5,Toyota Harrier
156,53,M,Widowed,70151,Kisumu,Property,2019,125,4,1,500,Renewed,5,1,No Housing Insurance,No Life Insurance,Premium,1,High,0,1,218,Basic,20,Drought,In-Person,8,Complaint,5,Semi-Annual,5,Mercedes
199,27,M,Divorced,74395,Busia,Livestock,2015,192,0,0,500,Renewed,3,1,Bungalow,Whole,No Health Insurance,9,Medium,1,0,256,Standard,2,Theft,Email,5,Query,9,Annually,0,Toyota Harrier
115,61,M,Married,36573,Kisumu,Agricultural,2019,159,4,2,1100,Not Renewed,2,2,Bungalow,No Life Insurance,Basic,7,Medium,1,0,224,Comprehensive,18,Maturity,Text,5,Query,14,Semi-Annual,5,Mazda CX-5
133,42,M,Single,75412,Kisumu,Health,2020,166,3,2,900,Not Renewed,2,3,Rental,Whole,No Health Insurance,7,Medium,1,0,234,Comprehensive,24,Accident,Text,9,Query,24,Quarterly,5,Mercedes
65,42,M,Divorced,42806,Kitui,Property,2016,124,0,2,0,Not Renewed,3,2,Bungalow,Term,No Health Insurance,7,Low,0,0,349,Premium,24,Theft,Skype,8,Query,15,Semi-Annual,5,Subaru Forester
1,33,M,Married,70776,Busia,Livestock,2019,125,1,1,200,Renewed,4,1,No Housing Insurance,Term,No Health Insurance,7,Low,2,1,384,Premium,18,Accident,Phone Call,10,Query,7,Quarterly,5,Mazda CX-5
28,28,F,Married,57993,Nairobi,Agricultural,2020,108,0,0,200,Not Renewed,5,3,Apartment,Term,Premium,4,High,2,1,351,Premium,27,Floods,Text,7,Complaint,2,Quarterly,2,Toyota Land Cruiser V8
104,30,F,Single,47722,Narok,Livestock,2016,116,4,2,200,Not Renewed,2,2,Rental,Term,No Health Insurance,4,Low,2,0,42,Premium,14,Floods,Text,8,Complaint,7,Quarterly,1,Toyota Harrier
64,35,F,Divorced,42721,Kitui,Property,2016,131,3,2,0,Not Renewed,3,1,Apartment,No Life Insurance,Basic,1,Low,1,0,165,Premium,24,Accident,Phone Call,3,Update,15,Semi-Annual,5,Toyota Land Cruiser V8
34,53,M,Married,72442,Eldoret,Education,2020,105,4,1,2200,Not Renewed,5,0,Rental,Whole,Premium,2,High,2,0,227,Basic,4,Maturity,Email,10,Complaint,27,Monthly,5,Toyota Harrier
192,64,M,Widowed,66054,Garissa,Property,2018,135,0,2,1900,Renewed,1,3,Bungalow,No Life Insurance,Premium,7,Medium,1,0,111,Premium,23,Accident,Phone Call,5,Query,16,Monthly,5,Mazda CX-5
61,47,M,Single,49200,Kiambu,Health,2021,113,1,1,2500,Not Renewed,2,0,Rental,Term,Basic,7,High,2,0,315,Premium,2,Drought,Skype,10,Complaint,29,Weekly,5,Toyota Land Cruiser V8
78,27,M,Widowed,65516,Nairobi,Livestock,2021,178,3,2,900,Renewed,3,2,Bungalow,No Life Insurance,Basic,9,Medium,1,0,380,Premium,9,Theft,Skype,4,Update,10,Weekly,5,Nissan X-Trail
15,45,F,Divorced,58293,Busia,Agricultural,2018,167,4,1,400,Not Renewed,2,0,No Housing Insurance,No Life Insurance,Premium,2,High,1,1,89,Premium,20,Maturity,Phone Call,2,Feedback,27,Semi-Annual,1,Toyota Harrier
10,43,M,Widowed,39300,Busia,Health,2021,199,4,1,2800,Renewed,2,3,Rental,No Life Insurance,Premium,10,Low,1,1,167,Standard,16,Maturity,Skype,2,Update,8,Monthly,5,Mazda CX-5
45,60,M,Married,74572,Kisumu,Property,2019,163,2,0,1100,Not Renewed,1,3,Rental,No Life Insurance,No Health Insurance,5,Medium,1,1,414,Comprehensive,15,Maturity,Text,3,Query,4,Monthly,5,Mazda CX-5
15,54,F,Divorced,55852,Narok,Livestock,2018,190,3,1,200,Not Renewed,3,1,Rental,Term,No Health Insurance,1,Medium,0,0,196,Standard,27,Theft,Email,3,Complaint,1,Quarterly,5,Subaru Forester
48,48,F,Widowed,34651,Garissa,Agricultural,2020,166,3,1,2100,Not Renewed,4,1,Bungalow,Term,Basic,6,Low,0,0,95,Premium,27,Maturity,Email,4,Query,4,Semi-Annual,5,Toyota Land Cruiser V8
85,31,M,Married,31808,Kitui,Property,2019,183,3,2,2800,Not Renewed,1,1,Rental,No Life Insurance,Premium,7,Low,1,0,484,Premium,18,Theft,Text,3,Update,4,Semi-Annual,5,Toyota Land Cruiser V8
19,27,M,Widowed,58342,Busia,Health,2018,141,2,0,1100,Renewed,5,0,Apartment,Whole,Basic,4,Low,1,0,200,Premium,6,Theft,Skype,5,Query,8,Quarterly,5,Nissan X-Trail
51,27,F,Single,34311,Kitui,Education,2020,124,1,0,1200,Renewed,3,3,Apartment,No Life Insurance,Basic,4,High,0,0,15,Comprehensive,3,Maturity,In-Person,9,Update,28,Annually,5,Mazda CX-5
147,63,M,Divorced,64167,Garissa,Agricultural,2018,125,2,2,2400,Renewed,4,3,Bungalow,No Life Insurance,Premium,5,Medium,1,0,477,Standard,23,Property Damage,Email,6,Query,25,Annually,5,Toyota Harrier
88,39,M,Widowed,38012,Turkana,Health,2018,178,4,1,1700,Not Renewed,1,0,Bungalow,Term,Premium,2,Medium,2,0,100,Standard,13,Maturity,Email,0,Query,6,Semi-Annual,5,Subaru Forester
40,44,M,Divorced,76467,Nakuru,Education,2018,134,2,2,2900,Not Renewed,4,3,No Housing Insurance,Term,Basic,3,High,1,0,182,Premium,6,Death,In-Person,6,Complaint,1,Semi-Annual,5,Toyota Land Cruiser V8
11,56,M,Married,63006,Nairobi,Education,2019,100,2,1,0,Not Renewed,3,3,Rental,Term,Premium,7,High,1,1,156,Premium,17,Maturity,Phone Call,2,Complaint,0,Semi-Annual,5,Subaru Forester
177,39,F,Divorced,55907,Turkana,Education,2016,173,4,0,2700,Renewed,4,0,Bungalow,Term,Basic,4,Medium,2,0,334,Standard,8,Maturity,In-Person,1,Feedback,20,Weekly,5,Toyota Harrier
102,24,M,Single,46678,Nairobi,Education,2019,168,1,1,2300,Not Renewed,4,2,Bungalow,No Life Insurance,Premium,2,High,1,1,474,Premium,8,Drought,Email,6,Complaint,18,Weekly,5,Toyota Harrier
96,63,F,Single,36637,Garissa,Agricultural,2018,167,2,0,750,Not Renewed,5,3,Bungalow,Term,Premium,5,High,1,1,218,Premium,8,Drought,In-Person,7,Feedback,2,Quarterly,2,Toyota Harrier
48,65,F,Single,62161,Kisumu,Property,2018,103,0,2,2000,Not Renewed,4,2,Rental,Whole,Premium,8,Low,0,1,81,Comprehensive,27,Natural Disaster,Text,2,Complaint,26,Quarterly,5,Mercedes
115,68,M,Widowed,62046,Eldoret,Education,2019,130,2,0,1100,Not Renewed,1,3,Bungalow,Term,Basic,10,Low,2,0,448,Premium,11,Theft,Text,4,Query,4,Annually,1,Mazda CX-5
146,42,F,Widowed,34277,Turkana,Motor,2017,128,2,0,2900,Not Renewed,3,2,No Housing Insurance,Whole,Premium,1,High,0,1,17,Premium,3,Maturity,In-Person,3,Feedback,1,Quarterly,5,Subaru Forester
14,21,M,Single,69748,Kiambu,Motor,2018,159,0,2,2600,Renewed,2,3,No Housing Insurance,Whole,Basic,4,High,2,0,182,Basic,19,Death,In-Person,7,Query,24,Annually,5,Mercedes
153,57,M,Single,71320,Narok,Agricultural,2015,117,4,2,2500,Not Renewed,3,0,Apartment,No Life Insurance,Premium,10,High,1,0,202,Comprehensive,12,Floods,Text,0,Query,11,Semi-Annual,5,Mazda CX-5
138,43,F,Divorced,32599,Kiambu,Agricultural,2015,136,2,2,1300,Renewed,4,0,Apartment,Term,Basic,9,Medium,2,0,271,Basic,22,Maturity,Skype,7,Query,12,Weekly,5,Nissan X-Trail
185,29,F,Single,37720,Kisumu,Health,2019,133,2,1,1200,Renewed,5,1,Apartment,No Life Insurance,No Health Insurance,5,High,1,1,157,Premium,11,Maturity,In-Person,6,Update,5,Weekly,5,Mercedes
141,46,F,Widowed,70228,Kitui,Livestock,2018,118,4,2,2200,Renewed,5,2,Rental,No Life Insurance,Premium,2,High,1,1,448,Basic,20,Maturity,In-Person,0,Complaint,5,Weekly,2,Mercedes
13,50,F,Divorced,38911,Nairobi,Health,2015,191,4,1,1700,Not Renewed,3,0,Rental,No Life Insurance,Premium,4,Low,2,0,219,Standard,2,Theft,Skype,10,Complaint,6,Annually,3,Subaru Forester
8,27,M,Divorced,40350,Kitui,Agricultural,2016,166,2,2,2800,Not Renewed,1,1,Rental,No Life Insurance,No Health Insurance,4,Medium,1,0,362,Comprehensive,9,Maturity,Email,3,Complaint,4,Quarterly,5,Mazda CX-5
109,28,F,Married,32099,Kisumu,Health,2019,104,4,2,100,Not Renewed,2,2,Bungalow,Whole,Basic,7,Medium,1,0,160,Comprehensive,18,Maturity,Skype,2,Complaint,13,Weekly,5,Nissan X-Trail
155,30,M,Single,72511,Kitui,Health,2016,162,2,2,3000,Renewed,4,2,Bungalow,Term,Premium,3,High,0,0,305,Premium,17,Maturity,In-Person,1,Feedback,12,Monthly,5,Toyota Land Cruiser V8
54,25,M,Divorced,70846,Nairobi,Livestock,2017,137,3,2,1400,Not Renewed,1,0,Rental,No Life Insurance,Basic,5,Medium,1,1,66,Premium,5,Floods,Text,1,Feedback,10,Semi-Annual,5,Nissan X-Trail
137,44,F,Divorced,62319,Nairobi,Agricultural,2018,190,2,2,2000,Not Renewed,5,0,Apartment,No Life Insurance,Basic,3,Medium,1,0,125,Standard,6,Death,Text,3,Feedback,1,Quarterly,5,Mazda CX-5
117,37,F,Single,43295,Nairobi,Agricultural,2021,134,3,1,200,Not Renewed,2,3,Bungalow,No Life Insurance,No Health Insurance,7,High,0,1,485,Standard,13,Accident,In-Person,7,Update,2,Semi-Annual,5,Toyota Harrier
136,63,M,Divorced,34023,Nairobi,Livestock,2018,189,4,2,2600,Not Renewed,1,1,Rental,No Life Insurance,No Health Insurance,6,Medium,1,1,461,Premium,27,Floods,Text,3,Update,10,Annually,5,Nissan X-Trail
104,33,F,Single,58255,Turkana,Education,2018,191,2,2,400,Not Renewed,4,3,Rental,No Life Insurance,Basic,5,Medium,1,0,280,Premium,13,Death,In-Person,1,Query,22,Semi-Annual,5,Toyota Land Cruiser V8
131,60,M,Divorced,58021,Garissa,Agricultural,2018,128,0,0,700,Not Renewed,3,2,Bungalow,No Life Insurance,Basic,4,Low,1,0,129,Premium,2,Theft,Email,5,Query,9,Quarterly,4,Toyota Land Cruiser V8
66,29,M,Divorced,40457,Turkana,Property,2015,109,4,0,1700,Renewed,5,0,Apartment,Whole,Premium,9,Low,0,1,275,Premium,4,Drought,Skype,1,Feedback,27,Semi-Annual,1,Toyota Harrier
11,34,M,Divorced,43023,Kitui,Agricultural,2018,124,3,0,1600,Not Renewed,1,2,Apartment,Term,Basic,5,Low,2,1,196,Premium,23,Drought,Skype,1,Complaint,15,Weekly,2,Subaru Forester
65,55,F,Divorced,42013,Turkana,Education,2020,130,4,0,2600,Not Renewed,4,0,Bungalow,No Life Insurance,Basic,1,Low,0,0,379,Standard,10,Maturity,Skype,1,Update,18,Quarterly,5,Toyota Land Cruiser V8
116,25,F,Widowed,75129,Eldoret,Motor,2017,190,0,2,2100,Not Renewed,4,0,Apartment,Whole,Basic,2,High,0,1,258,Premium,7,Drought,Email,4,Complaint,27,Weekly,5,Toyota Harrier
181,44,M,Married,52286,Busia,Property,2020,161,4,1,2500,Renewed,3,3,Bungalow,No Life Insurance,Basic,2,Medium,1,0,160,Premium,7,Drought,Text,10,Complaint,22,Semi-Annual,0,Toyota Land Cruiser V8
79,44,M,Single,54904,Turkana,Education,2015,158,4,1,300,Not Renewed,1,2,Rental,Whole,Premium,3,Low,1,0,103,Comprehensive,7,Maturity,Email,10,Query,22,Monthly,5,Mercedes
116,40,M,Divorced,37342,Narok,Property,2018,196,4,2,600,Not Renewed,1,1,Rental,Whole,Basic,1,High,0,0,416,Basic,27,Property Damage,Email,0,Complaint,27,Annually,5,Nissan X-Trail
21,61,M,Married,43128,Nairobi,Health,2016,174,4,2,500,Renewed,2,1,Apartment,No Life Insurance,Premium,7,Low,0,1,81,Comprehensive,9,Death,Text,10,Update,26,Quarterly,5,Mercedes
110,67,M,Single,58257,Turkana,Health,2020,143,4,0,2800,Not Renewed,4,0,Bungalow,No Life Insurance,Premium,10,Low,1,0,281,Basic,12,Theft,Email,1,Update,3,Weekly,5,Toyota Land Cruiser V8
133,22,M,Divorced,63932,Nairobi,Education,2019,193,2,1,2700,Renewed,2,3,Bungalow,Term,Premium,5,Low,0,1,65,Standard,20,Maturity,Email,5,Complaint,19,Quarterly,5,Mazda CX-5
152,28,M,Married,57952,Nakuru,Agricultural,2018,143,2,1,750,Renewed,5,0,Rental,No Life Insurance,Basic,2,Low,0,0,15,Basic,27,Death,Text,3,Update,13,Semi-Annual,5,Nissan X-Trail
158,30,F,Married,59158,Narok,Property,2019,187,4,0,500,Renewed,1,2,Apartment,No Life Insurance,Basic,8,High,0,1,391,Basic,2,Floods,Skype,9,Update,30,Quarterly,5,Subaru Forester
182,37,F,Married,30754,Eldoret,Livestock,2015,153,0,1,500,Not Renewed,4,3,Rental,Term,Premium,2,Low,2,0,364,Premium,4,Maturity,Text,4,Complaint,4,Semi-Annual,5,Toyota Land Cruiser V8
34,67,M,Divorced,58051,Nakuru,Health,2018,192,1,1,1000,Not Renewed,3,1,Rental,Term,No Health Insurance,2,Medium,2,0,322,Comprehensive,28,Death,Skype,3,Complaint,1,Annually,5,Mazda CX-5
193,55,F,Divorced,56796,Busia,Education,2015,162,1,0,1500,Renewed,4,3,Apartment,No Life Insurance,Premium,3,Low,0,0,242,Comprehensive,17,Theft,In-Person,0,Update,13,Quarterly,5,Nissan X-Trail
24,58,F,Divorced,57559,Eldoret,Property,2017,130,0,2,800,Not Renewed,4,1,Rental,No Life Insurance,Premium,8,Medium,2,1,481,Basic,4,Maturity,Text,3,Query,4,Weekly,5,Toyota Land Cruiser V8
200,25,F,Divorced,36928,Kisumu,Agricultural,2017,153,4,2,2700,Not Renewed,2,2,Rental,Whole,Basic,3,Medium,2,0,63,Premium,17,Death,Text,9,Query,24,Weekly,5,Toyota Land Cruiser V8
173,68,M,Divorced,60099,Nakuru,Health,2015,112,1,2,1200,Renewed,3,0,Rental,No Life Insurance,No Health Insurance,5,Medium,1,0,449,Comprehensive,13,Theft,Skype,3,Update,10,Semi-Annual,5,Nissan X-Trail
7,27,F,Divorced,63895,Busia,Livestock,2021,158,2,2,500,Not Renewed,2,0,Rental,No Life Insurance,Premium,9,Low,2,1,306,Basic,9,Natural Disaster,Text,4,Update,26,Quarterly,3,Mercedes
171,31,M,Divorced,62962,Turkana,Property,2020,149,0,2,2200,Renewed,4,2,No Housing Insurance,No Life Insurance,Premium,2,Medium,2,0,83,Basic,26,Property Damage,Phone Call,0,Complaint,25,Weekly,5,Mazda CX-5
124,58,F,Widowed,74197,Nakuru,Health,2020,178,3,2,2500,Not Renewed,3,0,Bungalow,No Life Insurance,Basic,6,Medium,0,1,390,Premium,27,Theft,Skype,3,Feedback,10,Semi-Annual,0,Toyota Harrier
167,27,M,Divorced,36708,Nairobi,Property,2016,190,4,1,400,Renewed,4,0,Apartment,Term,Premium,4,High,1,0,79,Comprehensive,9,Natural Disaster,In-Person,2,Query,26,Semi-Annual,3,Mercedes
91,33,M,Divorced,48526,Garissa,Agricultural,2019,128,0,0,2500,Not Renewed,3,1,Bungalow,No Life Insurance,Basic,4,Medium,2,0,232,Premium,14,Theft,Email,2,Feedback,9,Annually,4,Subaru Forester
41,28,M,Single,68354,Nakuru,Education,2018,108,2,0,200,Renewed,4,3,Bungalow,No Life Insurance,Basic,1,High,2,0,138,Comprehensive,15,Natural Disaster,In-Person,3,Complaint,13,Weekly,5,Toyota Harrier
25,53,M,Widowed,49850,Nairobi,Livestock,2020,135,3,1,700,Renewed,3,3,Apartment,Term,Basic,2,Medium,1,0,367,Comprehensive,20,Floods,Email,4,Query,22,Semi-Annual,5,Subaru Forester
129,48,F,Single,66174,Kiambu,Motor,2021,176,0,0,3000,Not Renewed,1,1,Rental,No Life Insurance,Basic,9,Low,2,0,364,Premium,22,Theft,Phone Call,8,Query,16,Annually,5,Subaru Forester
129,29,M,Married,58939,Busia,Property,2017,155,0,0,600,Renewed,2,0,No Housing Insurance,Term,Premium,7,High,2,0,340,Standard,17,Drought,Email,9,Feedback,27,Annually,5,Toyota Harrier
149,57,F,Single,69801,Turkana,Livestock,2017,109,2,1,2400,Not Renewed,1,2,Rental,Term,Basic,5,High,2,1,15,Standard,21,Maturity,Phone Call,7,Query,12,Monthly,5,Nissan X-Trail
106,23,F,Married,74678,Nakuru,Agricultural,2015,117,3,1,2900,Renewed,4,1,No Housing Insurance,Term,Premium,1,Low,2,0,306,Standard,8,Death,Text,9,Complaint,7,Semi-Annual,5,Toyota Harrier
37,69,M,Married,58142,Turkana,Agricultural,2015,128,0,0,700,Not Renewed,3,1,Bungalow,Term,Basic,8,Medium,2,0,232,Basic,14,Floods,Email,5,Query,9,Quarterly,0,Subaru Forester
104,50,F,Married,76420,Eldoret,Education,2017,118,3,1,2900,Not Renewed,5,3,Rental,Term,Premium,3,High,2,0,258,Comprehensive,2,Maturity,Text,2,Complaint,13,Weekly,5,Nissan X-Trail
125,61,F,Single,65950,Turkana,Motor,2016,188,4,1,2600,Not Renewed,4,2,Rental,Whole,No Health Insurance,9,Medium,0,0,388,Standard,22,Maturity,Text,2,Feedback,16,Monthly,5,Mercedes
144,47,M,Widowed,36064,Nakuru,Agricultural,2019,151,3,1,1600,Renewed,1,2,Bungalow,No Life Insurance,Premium,3,Medium,1,0,272,Basic,2,Floods,Text,0,Query,6,Quarterly,5,Mercedes
73,50,M,Single,43921,Garissa,Property,2016,195,0,2,1600,Not Renewed,1,1,Bungalow,No Life Insurance,Basic,2,High,0,1,389,Comprehensive,10,Accident,Email,7,Update,30,Monthly,5,Nissan X-Trail
140,20,M,Divorced,34650,Garissa,Livestock,2020,130,2,1,300,Not Renewed,1,1,Bungalow,Term,Premium,5,Medium,2,0,356,Comprehensive,4,Maturity,Text,10,Query,4,Quarterly,4,Mazda CX-5
70,31,M,Divorced,51806,Nakuru,Property,2019,134,4,2,2500,Not Renewed,5,3,Rental,Term,No Health Insurance,6,High,1,0,307,Premium,23,Maturity,Text,5,Update,24,Annually,5,Toyota Land Cruiser V8
149,42,M,Single,44717,Kiambu,Health,2017,189,4,2,1500,Renewed,2,0,Apartment,Whole,Basic,7,Medium,1,0,63,Comprehensive,24,Drought,Text,9,Query,24,Weekly,5,Toyota Harrier
78,44,M,Married,47784,Nairobi,Agricultural,2021,132,3,0,2000,Renewed,2,1,Apartment,Whole,Premium,7,Medium,1,1,339,Standard,23,Theft,In-Person,9,Feedback,23,Semi-Annual,4,Toyota Land Cruiser V8
93,55,M,Married,51468,Narok,Property,2016,166,4,2,1800,Not Renewed,1,1,Rental,No Life Insurance,Basic,10,High,1,1,319,Basic,10,Accident,Text,7,Feedback,30,Monthly,5,Toyota Harrier
14,22,F,Widowed,56584,Nakuru,Livestock,2016,109,2,2,400,Not Renewed,5,0,Apartment,Whole,Basic,8,Low,1,1,341,Premium,12,Floods,Skype,2,Complaint,20,Semi-Annual,5,Subaru Forester
106,27,F,Widowed,32301,Kitui,Agricultural,2018,148,2,0,1200,Renewed,3,2,Apartment,Whole,Basic,4,High,1,0,125,Comprehensive,6,Floods,In-Person,5,Update,28,Annually,5,Mazda CX-5
185,68,M,Divorced,50551,Narok,Property,2015,115,2,0,2900,Renewed,4,0,Rental,No Life Insurance,Basic,2,Low,2,1,414,Premium,5,Maturity,Text,0,Query,21,Semi-Annual,0,Mercedes
185,48,M,Widowed,71689,Nakuru,Livestock,2015,134,0,2,2900,Renewed,4,1,Bungalow,No Life Insurance,Premium,8,Medium,0,0,304,Standard,17,Maturity,Phone Call,4,Feedback,16,Monthly,5,Mercedes
36,27,F,Single,38298,Busia,Agricultural,2017,142,4,2,300,Renewed,4,3,Rental,Term,No Health Insurance,1,Low,0,1,463,Standard,3,Accident,Email,5,Update,7,Annually,5,Toyota Harrier
72,31,M,Single,78522,Kisumu,Health,2018,190,2,2,2100,Not Renewed,2,3,Apartment,Whole,Basic,9,Medium,1,0,447,Comprehensive,23,Maturity,In-Person,7,Query,24,Weekly,4,Mercedes
39,46,M,Married,64485,Kisumu,Motor,2017,109,1,0,2200,Renewed,1,1,Rental,No Life Insurance,Basic,8,Medium,2,1,134,Basic,15,Maturity,In-Person,0,Update,23,Weekly,4,Toyota Harrier
10,58,M,Divorced,76570,Kisumu,Health,2021,109,4,2,1500,Renewed,1,0,Apartment,Whole,Basic,8,Medium,1,0,107,Premium,24,Death,Phone Call,5,Query,24,Weekly,5,Toyota Land Cruiser V8
14,35,M,Widowed,59327,Turkana,Education,2020,125,1,0,2200,Not Renewed,5,1,Apartment,Term,Premium,1,Medium,1,1,479,Comprehensive,25,Maturity,Skype,2,Complaint,19,Weekly,5,Toyota Harrier
25,22,F,Divorced,79708,Kiambu,Agricultural,2015,124,2,0,1200,Not Renewed,1,2,Apartment,Term,Basic,1,High,2,0,51,Basic,4,Maturity,Phone Call,8,Update,28,Weekly,5,Mazda CX-5
184,58,F,Divorced,42990,Kitui,Property,2020,124,3,1,2900,Not Renewed,3,2,Bungalow,Term,No Health Insurance,3,Low,2,1,349,Premium,7,Accident,Phone Call,1,Complaint,15,Weekly,5,Subaru Forester
8,44,M,Single,76382,Nakuru,Livestock,2019,171,3,2,2400,Renewed,3,3,Rental,No Life Insurance,Basic,8,Medium,1,0,237,Standard,18,Floods,Text,9,Update,7,Quarterly,5,Mercedes
21,30,M,Single,74503,Busia,Agricultural,2017,161,0,0,500,Not Renewed,3,1,Bungalow,No Life Insurance,Basic,3,Medium,1,0,160,Basic,2,Floods,Email,5,Update,9,Quarterly,4,Toyota Harrier
43,68,M,Single,37094,Busia,Livestock,2016,108,0,2,1300,Renewed,4,1,Rental,Whole,Basic,3,Low,2,0,305,Premium,17,Maturity,Phone Call,2,Update,16,Annually,5,Mercedes
152,48,F,Divorced,74415,Eldoret,Health,2015,145,3,0,1200,Renewed,5,3,Rental,Term,Premium,6,Medium,0,0,250,Comprehensive,27,Theft,Email,0,Update,4,Annually,5,Toyota Land Cruiser V8
75,23,M,Married,40321,Kisumu,Motor,2016,172,3,2,1700,Renewed,3,2,Bungalow,Whole,Basic,1,Low,2,0,484,Comprehensive,26,Accident,Text,8,Feedback,14,Semi-Annual,5,Mazda CX-5
120,23,M,Married,58184,Busia,Education,2016,130,3,2,2200,Not Renewed,1,0,Apartment,Whole,Premium,5,Medium,2,1,284,Standard,12,Death,Email,6,Update,20,Weekly,5,Toyota Harrier
86,47,F,Divorced,44081,Garissa,Agricultural,2016,141,1,2,1800,Renewed,4,1,Bungalow,No Life Insurance,Premium,10,Low,0,0,77,Premium,8,Death,Phone Call,6,Complaint,25,Annually,5,Mazda CX-5
115,50,M,Widowed,42683,Nakuru,Motor,2021,194,0,1,2100,Renewed,4,3,Rental,Whole,Basic,4,High,0,0,346,Premium,2,Accident,Text,6,Update,16,Annually,5,Mazda CX-5
111,43,M,Single,62617,Kisumu,Motor,2018,132,4,2,2700,Not Renewed,1,2,Apartment,Term,Basic,10,Medium,1,0,443,Standard,23,Floods,Text,5,Query,24,Weekly,5,Mercedes
94,50,M,Divorced,74371,Busia,Agricultural,2021,135,0,1,500,Not Renewed,3,1,Bungalow,Term,Basic,4,Medium,1,0,102,Basic,2,Death,Email,3,Query,9,Annually,0,Toyota Land Cruiser V8
128,48,M,Single,68333,Nakuru,Health,2018,166,3,0,2000,Not Renewed,5,3,Apartment,No Life Insurance,Basic,6,Medium,0,0,461,Standard,27,Maturity,In-Person,4,Feedback,17,Weekly,5,Toyota Land Cruiser V8
141,27,F,Married,46203,Narok,Agricultural,2016,194,0,2,2200,Not Renewed,4,0,Apartment,No Life Insurance,Premium,2,High,0,0,293,Premium,9,Maturity,Phone Call,1,Complaint,27,Annually,5,Toyota Harrier
51,31,M,Married,43867,Eldoret,Agricultural,2019,172,1,2,1200,Not Renewed,1,1,Bungalow,No Life Insurance,Basic,5,Low,1,0,198,Premium,5,Maturity,Skype,5,Feedback,25,Annually,5,Mazda CX-5
61,61,M,Divorced,76362,Garissa,Health,2021,197,4,2,300,Renewed,2,1,Rental,No Life Insurance,No Health Insurance,8,Low,1,1,194,Basic,9,Maturity,Text,4,Query,26,Semi-Annual,5,Mercedes
